Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,cluster_k5,PC1,PC2,PC1_3,PC2_3,PC3_3,TSNE1,TSNE2
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,1/25/2019,20:24,Ewallet,236.07,4.761904762,11.8035,5.9,1,-0.12505420776500753,-1.334099241516678,-0.12505420776500753,-1.334099241516678,-1.0376421905823912,-3.6228912,-9.350362
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,1/16/2019,18:08,Cash,839.34,4.761904762,41.967,8.8,0,2.874268340936496,1.1522333129574003,2.874268340936496,1.1522333129574003,-0.4273147162220254,32.89245,15.929949
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,19:17,Ewallet,461.8,4.761904762,23.09,4.9,0,1.0427538517418073,-0.3873513980161381,1.0427538517418073,-0.3873513980161381,1.627974004829062,15.219071,17.467527
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,1/4/2019,13:24,Credit card,139.26,4.761904762,6.963,4.4,2,-1.0956299081263061,-1.1294159240731183,-1.0956299081263061,-1.1294159240731183,1.0808721453883303,-27.17703,-20.536098
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,3/11/2019,15:53,Cash,207.27,4.761904762,10.3635,6.5,1,-0.44030076389439465,-0.841417876704014,-0.44030076389439465,-0.841417876704014,-0.7924484599095708,-28.495033,7.5464115
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,3/22/2019,15:05,Credit card,18.28,4.761904762,0.914,8.3,3,-2.4132268856559524,0.5829843135552311,-2.4132268856559524,0.5829843135552311,-0.3462712027273503,-0.13950293,-40.27937
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,3/24/2019,18:27,Cash,123.85,4.761904762,6.1925,8.5,3,-1.2086936984787575,0.32098556102445625,-1.2086936984787575,0.32098556102445625,-1.1169800712959985,-35.793594,23.668064
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2/21/2019,16:55,Cash,283.92,4.761904762,14.196,5.5,4,0.24579946266897634,0.06690208374296489,0.24579946266897634,0.06690208374296489,1.8143571889211412,-21.590456,14.261887
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2/12/2019,12:58,Ewallet,758.96,4.761904762,37.948,8.7,0,2.416814946508279,1.2873259924196068,2.416814946508279,1.2873259924196068,-0.02867602974160006,41.02639,0.32017148
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,3/10/2019,18:59,Credit card,172.02,4.761904762,8.601,7.9,3,-0.8440871693647993,0.7407860528324693,-0.8440871693647993,0.7407860528324693,0.18165255304635677,-11.721449,25.50241
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,13:44,Ewallet,272.1,4.761904762,13.605,6.1,1,-0.22144416069995615,-0.6199188250368725,-0.22144416069995615,-0.6199188250368725,-0.04676608431439736,-5.7938876,-9.424261
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,3/6/2019,13:46,Ewallet,434.56,4.761904762,21.728,5.4,0,0.7632161240575457,-0.7795419187789183,0.7632161240575457,-0.7795419187789183,0.36004484416426413,15.457475,20.884148
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2/17/2019,18:06,Cash,59.05,4.761904762,2.9525,9.4,3,-1.708601539844897,0.6217754434514072,-1.708601539844897,0.6217754434514072,-1.6087676149114947,-7.299502,-3.391202
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38,Cash,12.54,4.761904762,0.627,8.2,3,-2.468786828114582,0.40107955672093815,-2.468786828114582,0.40107955672093815,-0.47891605655251485,-31.824146,16.454056
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,3/20/2019,15:56,Cash,86.5,4.761904762,4.325,6.2,2,-1.530539759186518,-0.14484303162582798,-1.530539759186518,-0.14484303162582798,0.6927297500225157,-21.96743,-24.164467
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,1/11/2019,14:29,Credit card,174.32,4.761904762,8.716,9.7,4,-0.49877369726638227,2.1524834179807635,-0.49877369726638227,2.1524834179807635,0.5837908409700495,-24.031076,29.259295
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,1/26/2019,19:14,Ewallet,624.33,4.761904762,31.2165,4.0,0,1.8816774578038635,-1.6139303151706235,1.8816774578038635,-1.6139303151706235,0.5587842983282649,43.40133,12.429495
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2019,16:24,Ewallet,148.24,4.761904762,7.412,9.7,3,-1.1639289134615374,1.2298835042893543,-1.1639289134615374,1.2298835042893543,-0.8885434146967833,-1.4760082,-25.317886
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,544.2,4.761904762,27.21,5.3,0,1.5044267659926198,-0.3952294509680166,1.5044267659926198,-0.3952294509680166,1.1717304580371795,24.054914,9.16442
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,3/11/2019,12:55,Ewallet,507.36,4.761904762,25.368,7.4,0,1.1922292970254997,0.03922685703708384,1.1922292970254997,0.03922685703708384,-0.5021376179481445,9.308718,11.933531
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,162.74,4.761904762,8.137,6.5,4,-0.5921856609283954,0.5277453910921973,-0.5921856609283954,0.5277453910921973,1.4270403654411115,-4.5912685,29.49814
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,3/12/2019,13:52,Credit card,31.77,4.761904762,1.5885,8.7,3,-2.0960286126880705,0.3612141830948988,-2.0960286126880705,0.3612141830948988,-1.145421313501331,13.31356,-19.037155
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2/11/2019,10:54,Cash,756.81,4.761904762,37.8405,8.0,0,2.481693481991346,0.5906742777625418,2.481693481991346,0.5906742777625418,-0.40511509808042534,31.961622,18.276848
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,18:31,Cash,295.28,4.761904762,14.764,6.7,4,0.005106699865775761,0.3454246168143142,0.005106699865775761,0.3454246168143142,0.906341785046248,-22.04034,-5.8124175
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,519.4,4.761904762,25.97,6.5,0,1.3767428292168482,-0.7442203807870543,1.3767428292168482,-0.7442203807870543,-0.7918185648512686,16.134186,1.274044
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,186.28,4.761904762,9.314,4.1,4,-0.24909236643899574,-0.5243061221009864,-0.24909236643899574,-0.5243061221009864,2.399441276870496,-13.987868,12.208176
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,1/28/2019,15:16,Credit card,87.05,4.761904762,4.3525,4.9,2,-1.4264470463646,-1.5357225621965886,-1.4264470463646,-1.5357225621965886,-0.16637004255018456,-15.834053,-16.437819
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,3/5/2019,17:07,Credit card,221.1,4.761904762,11.055,8.6,3,-0.5729232157721824,0.6566471014944596,-0.5729232157721824,0.6566471014944596,-0.6902618121304659,16.86091,-15.612252
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,3/2/2019,19:26,Cash,66.1,4.761904762,3.305,4.3,2,-1.4729020683544953,-1.9978267995293386,-1.4729020683544953,-1.9978267995293386,-0.14421836019528292,-33.675243,5.5592723
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,1/11/2019,11:20,Ewallet,89.69,4.761904762,4.4845,4.9,4,-0.8625286508639789,0.011491736839363376,-0.8625286508639789,0.011491736839363376,2.400956709510142,-17.04182,-37.50739
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,1/11/2019,16:49,Credit card,224.46,4.761904762,11.223,5.6,1,-0.17414365635276713,-1.473818533093562,-0.17414365635276713,-1.473818533093562,-0.9995605689725255,9.135283,-38.599056
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,3/11/2019,12:01,Credit card,119.54,4.761904762,5.977,5.8,2,-1.1353865327853176,-0.11965640901732046,-1.1353865327853176,-0.11965640901732046,1.1654304452460353,-26.120337,-16.921309
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,186.4,4.761904762,9.32,6.0,4,-0.32991417662870126,0.4848130143627459,-0.32991417662870126,0.4848130143627459,1.942363490255194,-25.717691,-9.549298
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,250.6,4.761904762,12.53,4.2,2,-0.2532192332366409,-1.1141450934692838,-0.2532192332366409,-1.1141450934692838,1.3636065729941669,-18.130709,-8.915791
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2/2/2019,18:42,Credit card,750.96,4.761904762,37.548,8.3,0,2.4020807695690762,1.032788230799558,2.4020807695690762,1.032788230799558,0.013227208997627804,43.44978,-0.83175945
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,1/1/2019,14:47,Cash,380.72,4.761904762,19.036,5.7,1,0.5559127273164932,-1.0124127701450778,0.5559127273164932,-1.0124127701450778,-0.24212369146734009,4.4050093,-1.7134734
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,19:43,Cash,244.2,4.761904762,12.21,4.8,4,-0.09342643080572513,-0.4865250400445294,-0.09342643080572513,-0.4865250400445294,1.7110373398426613,-21.730959,13.603557
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,89.7,4.761904762,4.485,6.8,2,-1.4420933742444357,-0.5845508163481721,-1.4420933742444357,-0.5845508163481721,-0.6386260495759399,-32.110947,-26.642109
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,1/7/2019,16:11,Credit card,310.88,4.761904762,15.544,8.8,4,0.07294974248707546,1.4077932803203659,0.07294974248707546,1.4077932803203659,0.3028505647302695,9.697921,-24.940844
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,1/14/2019,19:06,Credit card,511.42,4.761904762,25.571,4.2,0,1.2196516424654875,-1.207926939749186,1.2196516424654875,-1.207926939749186,0.9427014085615334,16.608828,22.45822
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2/2/2019,15:34,Ewallet,418.95,4.761904762,20.9475,6.4,1,0.7998576409623641,-0.7593696804218177,0.7998576409623641,-0.7593696804218177,-0.6841522103900063,13.714145,1.3719324
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,351.9,4.761904762,17.595,8.4,1,0.5199255391501688,-0.041411183516936546,0.5199255391501688,-0.041411183516936546,-1.7461457527062842,22.103912,-22.979406
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,3/2/2019,19:44,Credit card,28.78,4.761904762,1.439,7.2,3,-2.1992972053713675,-0.18245181551785525,-2.1992972053713675,-0.18245181551785525,-0.4058681534074351,-40.418633,11.774471
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,95.0,4.761904762,4.75,5.2,2,-1.46206333638362,-1.1876077707829646,-1.46206333638362,-1.1876077707829646,0.13434334285033622,-24.793268,-23.385937
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,1/6/2019,11:23,Cash,471.2,4.761904762,23.56,8.9,1,0.9547055305222051,0.7644758731812145,0.9547055305222051,0.7644758731812145,-0.9287492278996945,29.603802,-9.469866
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,14:12,Cash,130.48,4.761904762,6.524,9.0,3,-1.279629785846244,0.8575515363857003,-1.279629785846244,0.8575515363857003,-0.744025838167068,-8.544618,-14.215528
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,10:46,Credit card,66.35,4.761904762,3.3175,9.7,3,-1.4278262616865187,1.9886290897662038,-1.4278262616865187,1.9886290897662038,0.37550218719245587,3.9782467,-27.210266
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2/5/2019,10:16,Ewallet,155.46,4.761904762,7.773,8.7,3,-0.9497135908075517,0.34527620602641934,-0.9497135908075517,0.34527620602641934,-1.240276342946882,5.9628844,-17.014965
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,129.0,4.761904762,6.45,6.5,2,-1.2324488155338478,-0.44318129627870967,-1.2324488155338478,-0.44318129627870967,-0.050888006384209795,-12.862617,-19.932194
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2/7/2019,13:05,Credit card,263.76,4.761904762,13.188,6.9,4,-0.23431067880181145,0.27644738938134344,-0.23431067880181145,0.27644738938134344,0.59072102776762,10.381049,-25.83678
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,675.54,4.761904762,33.777,6.2,0,2.10727195852267,-0.4765651086514591,2.10727195852267,-0.4765651086514591,-0.09141052541225511,24.762012,19.230104
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,65.8,4.761904762,3.29,5.6,2,-1.6699177580428917,-1.1381226731011642,-1.6699177580428917,-1.1381226731011642,-0.2380800265668113,-19.616257,2.8971364
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,153.2,4.761904762,7.66,5.7,2,-0.9862468192915533,-0.7685446005901012,-0.9862468192915533,-0.7685446005901012,0.26705863991902073,-27.970348,10.541583
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,222.4,4.761904762,11.12,4.2,1,0.06892263685759342,-2.422788805053535,0.06892263685759342,-2.422788805053535,-0.8838327871977173,4.933006,-7.153206
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,54.45,4.761904762,2.7225,7.9,3,-1.6516784262361026,0.9501700008694336,-1.6516784262361026,0.9501700008694336,0.6641733336405274,-12.045936,-33.29774
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/2019,12:43,Credit card,688.8,4.761904762,34.44,8.7,0,2.1749533006794506,1.3251843631938232,2.1749533006794506,1.3251843631938232,0.12845811440766786,30.713299,0.08522665
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,141.88,4.761904762,7.094,6.9,2,-1.1607171007722492,-0.16830584933786275,-1.1607171007722492,-0.16830584933786275,-0.12882162162900418,2.1935961,-40.016747
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/2019,20:55,Cash,746.0,4.761904762,37.3,9.5,0,2.4478892883131262,1.0765480677942143,2.4478892883131262,1.0765480677942143,-1.253609181777342,31.268589,3.1051583
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,1/5/2019,16:05,Credit card,282.96,4.761904762,14.148,4.4,2,-0.025074595101104033,-0.9003542678165408,-0.025074595101104033,-0.9003542678165408,1.460807880237302,-30.083632,-10.211727
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,355.4,4.761904762,17.77,7.0,1,0.6312455560998329,-0.8373722582140757,0.6312455560998329,-0.8373722582140757,-1.4173840028888318,10.9775715,-7.98553
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,3/6/2019,18:13,Ewallet,337.15,4.761904762,16.8575,6.3,4,0.23567531883096016,-0.1256149423369186,0.23567531883096016,-0.1256149423369186,0.5336172574520429,-8.800617,15.655073
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,1/3/2019,19:17,Cash,42.24,4.761904762,2.112,9.7,3,-2.070603362685747,1.1545705350548958,-2.070603362685747,1.1545705350548958,-0.9531881457137327,-36.04534,17.99672
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,1/7/2019,11:44,Credit card,193.86,4.761904762,9.693,8.8,1,-0.3259841523273218,-0.056149287429403914,-0.3259841523273218,-0.056149287429403914,-2.107497366808564,15.087378,-12.479839
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,15:51,Cash,24.06,4.761904762,1.203,5.1,2,-2.196758107901644,-1.2713380631611468,-2.196758107901644,-1.2713380631611468,0.1872751833933025,-35.735676,8.747368
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,598.26,4.761904762,29.913,7.9,0,1.7345382711054453,1.077403381518531,1.7345382711054453,1.077403381518531,0.5960468941753382,11.587957,13.193512
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,1/7/2019,20:52,Cash,335.79,4.761904762,16.7895,6.2,1,0.1954243861064869,-0.5867238848777034,0.1954243861064869,-0.5867238848777034,-0.17601047928186966,10.471466,23.796358
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,218.2,4.761904762,10.91,7.1,1,-0.018630694669950317,-0.9954402263380288,-0.018630694669950317,-0.9954402263380288,-1.7634585442257331,8.808955,-7.2992287
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2/2/2019,13:23,Ewallet,381.68,4.761904762,19.084,6.4,4,0.6702580058945321,0.48240867978747065,0.6702580058945321,0.48240867978747065,1.3780552086428726,-12.350512,19.506493
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,709.9,4.761904762,35.495,5.7,0,2.3078073071894156,-0.8098239852248219,2.3078073071894156,-0.8098239852248219,-0.07780128460133749,38.77097,11.104059
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,440.2,4.761904762,22.01,9.6,1,0.9308286247382433,0.6754185011351641,0.9308286247382433,0.6754185011351641,-1.9119043451395772,22.621855,-20.918451
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,17:01,Credit card,559.68,4.761904762,27.984,6.4,0,1.4909388846309803,-0.35838032276391657,1.4909388846309803,-0.35838032276391657,-0.08288516940548295,24.555294,26.166883
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,3/6/2019,13:29,Credit card,37.0,4.761904762,1.85,7.9,3,-2.013594096870431,0.668411991015903,-2.013594096870431,0.668411991015903,0.21392053823568086,0.1760337,-39.762505
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,1/6/2019,11:09,Cash,15.34,4.761904762,0.767,6.5,2,-2.3779060602389617,-0.40033725242839663,-2.3779060602389617,-0.40033725242839663,0.05827980764405766,-38.132744,11.637107
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,3/4/2019,15:02,Ewallet,598.98,4.761904762,29.949,8.5,0,1.7018991657808156,1.4159513583842052,1.7018991657808156,1.4159513583842052,0.5422021779575869,28.882484,-4.227787
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,3/12/2019,14:21,Cash,190.68,4.761904762,9.534,9.1,3,-0.7755740835008548,1.0539482659222548,-0.7755740835008548,1.0539482659222548,-0.5532049084561587,-30.419056,19.687347
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,333.4,4.761904762,16.67,7.6,4,0.13896292427177764,0.5897148597873184,0.13896292427177764,0.5897148597873184,0.2197786849105751,7.0761395,29.572088
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,3/24/2019,14:49,Cash,74.86,4.761904762,3.743,6.9,4,-1.1687085520182179,0.7286197004987478,-1.1687085520182179,0.7286197004987478,1.4559684252701228,-19.174866,-11.800579
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,1/31/2019,12:02,Cash,213.75,4.761904762,10.6875,9.5,1,-0.2583836132169115,0.3828690833673692,-0.2583836132169115,0.3828690833673692,-2.2412921797213,-35.228504,25.938725
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,13:30,Credit card,339.57,4.761904762,16.9785,5.2,1,0.287433634072743,-1.1585433889964643,0.287433634072743,-1.1585433889964643,-0.030641790258814215,2.6239831,11.913295
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2/3/2019,14:38,Cash,664.16,4.761904762,33.208,4.2,0,2.1532426987586364,-0.9817893720325643,2.1532426987586364,-0.9817893720325643,1.4078215996610084,26.308447,9.107718
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,403.0,4.761904762,20.15,7.0,1,0.8071845398299834,-0.6954601668323012,0.8071845398299834,-0.6954601668323012,-1.2493063844803816,17.466223,-20.002934
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,194.95,4.761904762,9.7475,6.0,1,-0.5829799435997484,-1.0481687700022109,-0.5829799435997484,-1.0481687700022109,-0.627639951997337,-4.5289435,-9.378841
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,62.48,4.761904762,3.124,4.7,2,-1.336038674226864,-0.622365331894511,-1.336038674226864,-0.622365331894511,1.7002923662752134,-23.630089,11.290971
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,72.72,4.761904762,3.636,7.1,3,-1.646489795717168,0.10571993466719734,-1.646489795717168,0.10571993466719734,0.17970210741867462,-30.901808,13.872844
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,181.1,4.761904762,9.055,5.9,1,-0.2537467401990945,-1.553619645183633,-0.2537467401990945,-1.553619645183633,-1.4198100445148405,-2.8399851,-11.570013
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,259.6,4.761904762,12.98,7.5,1,-0.2755999241663229,0.20202186526061133,-0.2755999241663229,0.20202186526061133,-0.1876541275630715,-24.617434,14.822111
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,14:44,Cash,115.36,4.761904762,5.768,6.4,2,-1.3453335984961372,-0.5073825890864966,-1.3453335984961372,-0.5073825890864966,-0.11741317796960289,-4.813594,-1.8087158
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,1/10/2019,14:16,Ewallet,470.28,4.761904762,23.514,5.8,0,1.0014874240014675,-0.28463913685954606,1.0014874240014675,-0.28463913685954606,0.8492749218710215,18.369509,12.261508
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,240.04,4.761904762,12.002,4.5,2,-0.3391269848999853,-1.0050803514593014,-0.3391269848999853,-1.0050803514593014,1.2125183287398658,-18.022047,-9.163081
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,88.61,4.761904762,4.4305,7.7,4,-0.8546664257291436,1.2725810930755266,-0.8546664257291436,1.2725810930755266,1.439994060012744,-22.154934,26.63135
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,1/2/2019,18:09,Credit card,199.64,4.761904762,9.982,6.7,4,-0.2117861936495931,0.9642229623500809,-0.2117861936495931,0.9642229623500809,1.8712276147202942,-17.793352,-35.663074
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,3/12/2019,16:46,Credit card,39.01,4.761904762,1.9505,4.7,2,-1.8791674017511757,-0.9110782226553372,-1.8791674017511757,-0.9110782226553372,1.2238490396618165,-31.575163,-15.34767
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,15:31,Cash,48.61,4.761904762,2.4305,4.4,2,-1.6870268797739103,-0.8584060571200154,-1.6870268797739103,-0.8584060571200154,1.555306929615214,-22.4961,-23.152388
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,17:15,Credit card,204.76,4.761904762,10.238,4.7,2,-0.6003907460088002,-1.087610586120717,-0.6003907460088002,-1.087610586120717,0.7764100845932467,-40.266182,4.9740524
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,119.68,4.761904762,5.984,8.6,1,-0.8638713017187354,-0.1125591413125303,-0.8638713017187354,-0.1125591413125303,-2.001419869316228,-7.957528,-0.35633022
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,4.761904762,25.27,4.3,0,1.205394813543318,-1.2303571208983834,1.205394813543318,-1.2303571208983834,0.932925265645599,19.987457,14.637861
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,3/30/2019,13:22,Cash,281.61,4.761904762,14.0805,9.6,1,-0.12337242965171577,0.9021838441661381,-0.12337242965171577,0.9021838441661381,-1.4841613980937305,-34.620667,25.217098
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,17:09,Cash,710.32,4.761904762,35.516,4.1,0,2.366217170425885,-1.2279170964309256,2.366217170425885,-1.2279170964309256,1.0921231398244409,26.87178,9.458613
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,10:40,Ewallet,79.44,4.761904762,3.972,4.7,2,-1.5763766021930148,-1.3916336721343912,-1.5763766021930148,-1.3916336721343912,0.4467670279562197,-28.652563,3.4810717
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,3/5/2019,17:43,Cash,163.82,4.761904762,8.191,7.8,4,-0.6098391100960702,1.1854873025028811,-0.6098391100960702,1.1854873025028811,1.0535856190598991,-5.1414924,29.30375
